name,@lat,@lon,type
Arco,33.7427422,-117.153494,fuel
Arco,33.7297109,-116.976237,fuel
Arco,33.7441693,-117.006285,fuel
Arco,33.8013103,-117.230855,fuel
Arco,33.8407433,-117.255134,fuel
Arco,33.9172584,-117.285666,fuel
Arco,32.7987962,-117.2349676,fuel
USA Gasoline,34.1210237,-116.4228509,fuel
76,33.1413505,-117.165082,fuel
Arco,33.7601805,-118.1463683,fuel
Arco,33.8192266,-118.189773,fuel
Arco,34.0093164,-118.4872168,fuel
Arco,34.0941907,-118.3389105,fuel
Arco,34.1050742,-118.322814,fuel
Arco,34.0701658,-118.2685405,fuel
Arco,33.7881369,-117.8360561,fuel
Arco,33.8516253,-117.8570883,fuel
Arco,33.8742046,-117.8793366,fuel
Arco,34.0032897,-117.8461306,fuel
Arco,33.9959066,-117.888171,fuel
Arco,33.9913374,-117.932201,fuel
Arco,34.0052759,-117.965344,fuel
Arco,33.9947978,-118.070734,fuel
Arco,33.9667449,-118.0827102,fuel
Arco,34.2746673,-118.4487158,fuel
Arco,34.423014,-118.5413432,fuel
Arco,34.400043,-118.4736488,fuel
Valero,36.1365229,-120.164976,fuel
Arco,37.9545271,-121.313578,fuel
Arco,38.020822,-121.357151,fuel
Chevron,38.6767114,-121.7272767,fuel
Chevron,38.6768985,-121.7473237,fuel
Arco,39.5244952,-122.2116258,fuel
Arco,40.1954958,-122.2404096,fuel
Chevron,40.7052284,-122.3346872,fuel
Patriot,41.4222387,-122.3858976,fuel
CFN,41.6662978,-122.6094057,fuel
Valero,41.7185644,-122.6394031,fuel
76,41.7310265,-122.6345982,fuel
Chevron,41.7306059,-122.6353405,fuel
Seminary Gas,37.7801835,-122.1741516,fuel
Arco,37.7428709,-122.1520498,fuel
Mobile Oil 12746,34.405477,-118.4641112,fuel
Arco,33.9967901,-118.4279855,fuel
Shell,37.727359,-122.1483265,fuel
,33.2188863,-117.0342895,fuel
Shell,33.2658058,-116.9541979,fuel
Chevron,38.5959297,-121.364953,fuel
,38.5953178,-121.3649687,fuel
76,34.2852376,-118.874341,fuel
76,33.9067001,-116.5457821,fuel
Arco,38.5595388,-121.4853937,fuel
Chevron,38.3641102,-121.9668846,fuel
Chevron,37.7746992,-122.2122822,fuel
Chevron,34.0091619,-118.413884,fuel
,33.1752714,-117.3625178,fuel
Chevron,32.9771994,-117.0831778,fuel
76,37.2484437,-121.9563461,fuel
Shell,35.7476532,-117.394611,fuel
Shell,38.5409667,-121.475354,fuel
Pomo Pumps,39.1398722,-122.8822609,fuel
Chevron,39.1630148,-122.9201755,fuel
Rancher's Market,34.6183331,-118.2889471,fuel
,38.5924468,-121.2966909,fuel
76,38.6049253,-121.2716343,fuel
Chevron,35.6011039,-119.327781,fuel
Chevron Santa Rosa,38.4800462,-122.735887,fuel
Chevron,33.8745983,-118.133535,fuel
Arco,34.1796203,-118.536316,fuel
Chevron,33.7211366,-116.3940959,fuel
Shell,33.8580139,-118.298862,fuel
Mobil,33.8586844,-118.3088284,fuel
76,34.0272046,-118.238772,fuel
Mobil,38.5810427,-121.319985,fuel
Shell,38.561556,-121.358931,fuel
,38.6107749,-121.2911382,fuel
,37.386574,-122.2652549,fuel
76,37.9943742,-121.7849702,fuel
Stage Stop,37.4884848,-119.9693599,fuel
Eagle Gas,37.7703521,-122.217149,fuel
Chevron,34.1247061,-118.265683,fuel
Shell,34.1248341,-118.266492,fuel
76,34.1251194,-118.26605,fuel
,34.1658626,-118.5276021,fuel
,34.1656406,-118.5268906,fuel
QuikStop,37.7992357,-122.229134,fuel
,38.3635593,-122.7116348,fuel
Valero,37.9337453,-121.311438,fuel
Chevron,37.4493357,-120.848803,fuel
Gas 4 Less,37.9120252,-121.2940811,fuel
76,33.831966,-118.256979,fuel
76,36.6844112,-121.65255,fuel
USA Gasoline,34.0903816,-117.9603095,fuel
Chevron,34.0722197,-117.9603522,fuel
Shell,34.0924736,-117.9608374,fuel
Mobil,34.0776497,-117.997109,fuel
Chevron,34.0750672,-118.0125861,fuel
Arco,34.0750476,-118.0133555,fuel
Arco,34.0894405,-117.925216,fuel
Chevron,34.0899257,-117.933965,fuel
Shell,34.0891634,-117.907607,fuel
76,34.0866489,-117.9080856,fuel
Q,34.0789332,-117.9524723,fuel
Speedway,34.0792831,-117.9528605,fuel
Sierra,37.9559407,-120.423401,fuel
Chevron,38.2563186,-120.3495758,fuel
Walker Country Store Gas,38.5171944,-119.4811111,fuel
Chevron,38.1343591,-120.4560383,fuel
Kwik Serv,38.0271105,-120.4057207,fuel
Shell,38.0830066,-120.55921,fuel
Shell,37.9735552,-120.651253,fuel
Shell,37.905079,-121.1467924,fuel
Shell,38.1382629,-120.4562956,fuel
The Grizzly Bear,38.2552636,-120.3516056,fuel
Kwik Serv,38.2532669,-120.3547538,fuel
Shell,38.9251212,-119.987076,fuel
,34.128598,-117.8505881,fuel
Arco,34.0131321,-117.9233435,fuel
76,34.031477,-117.91421,fuel
,34.1219896,-117.8722748,fuel
Chevron,34.1141794,-117.9074466,fuel
Shell,34.1214922,-117.9073931,fuel
Shell,34.0199541,-117.957939,fuel
76,34.0198082,-117.958611,fuel
Mobil,33.997195,-117.96744,fuel
Valero,33.9962716,-117.968324,fuel
76,34.0089489,-117.9562608,fuel
Chevron,33.9871366,-117.888983,fuel
Mobil,34.0109802,-117.962534,fuel
Chevron,34.0099756,-117.886724,fuel
Mobil,34.070142,-117.90794,fuel
Chevron,34.0202614,-117.958447,fuel
Mobil,33.9877862,-117.8896848,fuel
Chevron,34.0158123,-117.8500781,fuel
Thrifty Gas,34.024508,-117.91748,fuel
Arco,34.075668,-117.90743,fuel
Shell,34.0107845,-117.963241,fuel
76,34.0271538,-117.8951503,fuel
Shell,34.0701479,-117.907495,fuel
Chevron,32.678821,-115.5155677,fuel
Arco,32.6788705,-115.5163479,fuel
76,34.0787812,-117.8815683,fuel
Valero,34.006676,-117.909161,fuel
Mobil,34.0072059,-117.912402,fuel
76,34.0920034,-117.9738085,fuel
Mobil,34.0373502,-117.949655,fuel
Shell,34.0374239,-117.950305,fuel
76,38.6489096,-121.292263,fuel
Sinclair,33.9841667,-118.4006847,fuel
Covelo Redwood Oil Co Station,39.791501,-123.248442,fuel
Seiad Valley Card Lock,41.8435255,-123.1993191,fuel
76,34.0701366,-117.9273018,fuel
Hoopa Mini-Mart Gas Station,41.0646401,-123.6856218,fuel
Patriot Gas,40.9389456,-123.6286903,fuel
Chevron Willow Creek,40.939058,-123.6293897,fuel
Renner Petroleum,40.9394407,-123.6326505,fuel
Kettenpom Store,40.1572623,-123.4610175,fuel
Frontier Fuel & Propane Minimart,40.5543829,-123.1726253,fuel
Weaverville Gas,40.7279686,-122.9373826,fuel
Redwoods Gas,40.7274631,-122.9367369,fuel
Chevron,40.7375598,-122.928608,fuel
Platina Store,40.3596415,-122.8932458,fuel
Connor Cardlock,41.7993691,-123.3736923,fuel
Patriot,41.3025708,-123.5375754,fuel
Gas Mart,41.3002196,-123.5460637,fuel
Trinity Center Fuels,40.9845142,-122.7050298,fuel
76,37.4544895,-121.910515,fuel
Gulf,34.0012926,-118.467253,fuel
Arco,33.9598395,-118.436155,fuel
Shell,34.106941,-117.9738298,fuel
Arco,34.1074022,-117.9347127,fuel
Shell,34.1067461,-117.940531,fuel
Chevron,34.0745018,-117.9259956,fuel
76,34.074462,-117.9461814,fuel
Chevron,34.0615664,-117.9322351,fuel
ARCO 54678,34.1688658,-118.129828,fuel
Paskenta General Store,39.8847284,-122.54655,fuel
Elk Creek Service Station,39.6022144,-122.5384914,fuel
Shell,34.0685027,-117.938109,fuel
Chevron,38.603495,-121.2671028,fuel
Texaco,38.231275,-122.633226,fuel
Fuel Station,40.243401,-124.123805,fuel
General Store Fuel Station,40.3246384,-124.2874481,fuel
Renner Petroleum,40.6166232,-124.2018617,fuel
Beacon,37.9605653,-122.5043225,fuel
Diamond Mountain,40.4309407,-120.6564933,fuel
Susanville Beacon,40.4178081,-120.657631,fuel
Express Gas,34.9197604,-116.7698262,fuel
Valero,37.6915229,-121.8778161,fuel
76,37.67709,-121.8746654,fuel
Chevron,37.6761797,-121.8742958,fuel
Chevron,38.4256841,-121.481042,fuel
Shell,38.4271726,-121.481195,fuel
76,38.428104,-121.481334,fuel
Shell,38.4094378,-121.3849438,fuel
Chevron,38.408651,-121.384287,fuel
76,37.7152125,-121.699799,fuel
Valero,37.7056767,-121.722784,fuel
Shell,33.7734642,-117.835422,fuel
,33.1485292,-117.1882575,fuel
Safeway Fuel Station,38.9453045,-119.968388,fuel
76,33.7595242,-117.828887,fuel
Arco,33.784355,-117.835567,fuel
Chevron,33.6850729,-117.366699,fuel
,33.8020102,-117.8352842,fuel
76,37.688298,-122.1394933,fuel
BMF Racing Co.,36.8538055,-121.4022244,fuel
Soda Creek,39.4204016,-122.9783849,fuel
Fastrack,40.0309796,-122.1003472,fuel
76,40.1280687,-120.2535338,fuel
Chevron,40.2895042,-120.501034,fuel
Chevron,41.3970442,-122.3784635,fuel
Patriot,39.8783924,-123.728756,fuel
Sam's Club,33.9372959,-117.288665,fuel
Arco,33.937999,-117.279353,fuel
Shell,35.6018625,-119.348867,fuel
QuikStop,38.6643118,-121.2716362,fuel
76,34.0579416,-118.4239987,fuel
Mobil,34.0836403,-118.3389297,fuel
,33.8007086,-117.2267416,fuel
Arco,36.7431086,-119.789064,fuel
Conserv Fuel,34.0113631,-118.419254,fuel
G&M,33.7161594,-117.9888247,fuel
Valero,37.8158045,-119.939187,fuel
Shell,33.2317996,-117.307972,fuel
Gas & Shop,37.9773009,-122.5625191,fuel
7-Eleven,32.9491543,-117.2471665,fuel
,33.2750252,-117.3911539,fuel
,33.3144273,-117.3087879,fuel
Chevron,38.5017128,-122.7523283,fuel
Beacon,36.6864559,-121.8003931,fuel
7-Eleven,36.6945104,-121.801546,fuel
7-Eleven,36.8365741,-119.879477,fuel
Fort Independence Travel Plaza,36.8362813,-118.2293613,fuel
Shell,38.8882784,-121.293018,fuel
Chevron,38.8894277,-121.292984,fuel
World Gas Station,37.9580024,-122.0371266,fuel
Valero,37.9890019,-122.0412071,fuel
Bonfare Market,37.9898325,-122.0408962,fuel
Chevron,38.0129753,-122.117601,fuel
Chevron,37.9529894,-122.0605102,fuel
Chevron,37.9339304,-122.0590552,fuel
,38.653565,-121.3544166,fuel
Shell,38.4807477,-121.507962,fuel
76,37.7541976,-122.4821492,fuel
Shell,36.3492455,-119.4273678,fuel
7-Eleven,38.0361672,-121.9610361,fuel
Valero,38.0264867,-121.9423703,fuel
Chevron,38.0265093,-121.927961,fuel
Chevron,38.0205895,-121.9422432,fuel
Shell,38.0199318,-121.941397,fuel
Arco,38.0197664,-121.966617,fuel
Arco,37.8139955,-122.2784164,fuel
Valero,37.6927092,-122.471248,fuel
AM PM,38.0200826,-121.9666297,fuel
Chevron,37.7888814,-122.4358288,fuel
Exxon,37.7858681,-122.458843,fuel
Chevron,34.0181856,-117.988949,fuel
Chevron,33.9999538,-117.8449016,fuel
Shell,38.0878494,-122.564502,fuel
76,34.0701616,-117.8898387,fuel
Chevron,34.0749942,-117.8897604,fuel
76,34.0736911,-117.8727266,fuel
Arco,38.5310536,-121.9558374,fuel
Speedway,38.3590239,-122.004569,fuel
Speedway,38.3492095,-121.9960117,fuel
Bridgeway,37.8587318,-122.4844001,fuel
Shell,38.3221372,-122.302541,fuel
Speedway,38.3229643,-122.300743,fuel
Chevron,38.3251419,-122.28572,fuel
Chevron,38.309946,-122.2848039,fuel
Northgate Gas / Marin Smog,37.9963939,-122.5284328,fuel
Conserv Fuel,38.3159122,-122.2981655,fuel
76,34.0528808,-118.314306,fuel
7-Eleven,33.0194005,-117.28135,fuel
,36.7290768,-119.736098,fuel
Arco,36.7072889,-119.782129,fuel
Chevron,33.7142639,-116.2334703,fuel
,36.728807,-119.7543694,fuel
Patriot Fuel,40.3531471,-123.412025,fuel
Chevron,34.4223406,-118.5406225,fuel
Chevron,34.2261188,-119.177754,fuel
76,34.0491807,-118.2747568,fuel
Chevron,34.4048139,-119.5307296,fuel
Arco,39.4984048,-121.5714116,fuel
Valero,39.4982292,-121.5688839,fuel
Rotten Robbie,37.3076478,-121.978165,fuel
Chevron,33.0179688,-117.0751403,fuel
Speedway Express,34.0072555,-118.476364,fuel
76,33.9467331,-117.3011542,fuel
Hume Lake Gas Station,36.7874053,-118.9137966,fuel
Chevron,33.7820381,-118.197973,fuel
Shell,33.7820739,-118.1983197,fuel
76,33.8077886,-118.16725,fuel
Shell,37.4553765,-122.2281952,fuel
Costco Gasoline,33.7326502,-117.9957213,fuel
Chevron,33.8031834,-117.9934732,fuel
Shell,37.308539,-121.950512,fuel
Kwik Serve,38.2537248,-122.0674088,fuel
,34.0638391,-117.6113285,fuel
Circle K,34.0631118,-117.611651,fuel
Valero,34.0566623,-117.650573,fuel
,34.0422351,-117.6512911,fuel
Chevron,34.0335433,-117.6513947,fuel
Shell,34.0342033,-117.6514256,fuel
Chevron,35.6477909,-117.809716,fuel
All Star,37.9708475,-122.045961,fuel
Pilot,39.751213,-122.2084737,fuel
Arco,33.887693,-117.865476,fuel
,37.7681824,-120.8438815,fuel
Speedway,37.7637686,-120.8533498,fuel
,37.688776,-120.9219919,fuel
Chevron,40.8849268,-121.6580591,fuel
,33.7300854,-117.9717568,fuel
76,37.2665734,-121.941039,fuel
Shell,37.5428259,-122.0265209,fuel
Chevron,37.5417505,-122.0262836,fuel
Berry Brothers Gasoline,33.8175009,-117.9585093,fuel
76,36.7502429,-119.700721,fuel
,37.5057773,-122.4805634,fuel
Santa Barbara Gas,34.4181401,-119.7052786,fuel
Valero,36.7505082,-119.82631,fuel
Sinclair,36.7570927,-119.831022,fuel
Arco,36.756907,-119.830842,fuel
Yosemite Fuel Stop,37.2637901,-119.6917306,fuel
Shell,34.0346115,-118.684774,fuel
WeHo Fuels,34.0905059,-118.372837,fuel
76,34.0982465,-118.3639127,fuel
Mobil,34.0982862,-118.36115,fuel
Fuel 24/7,37.8953225,-122.5350318,fuel
Chevron,37.9038605,-122.5229914,fuel
Shell,36.5234323,-121.810507,fuel
Chevron,37.1663104,-118.289805,fuel
Patriot Gas,40.4921235,-123.6074317,fuel
Shell,37.701513,-121.936419,fuel
Chevron,37.702786,-121.935549,fuel
Valero,37.3842778,-121.9621265,fuel
Kwik Serv,37.7940905,-120.9838365,fuel
The Claim Jumper Outpost,37.8240351,-120.2574431,fuel
Kwik Serv,37.8225434,-120.2607938,fuel
Chevron,37.4164478,-121.8747972,fuel
Arco,32.7244786,-117.084658,fuel
True Zero,37.3731081,-121.918934,fuel
Chevron,37.7966187,-122.1815797,fuel
,41.4752984,-122.3545082,fuel
Shell,34.0759256,-118.361615,fuel
EZ Mart,37.3316022,-119.654431,fuel
76,34.1519893,-118.369835,fuel
Sunset Oil,34.090434,-118.3858571,fuel
,39.1333215,-123.1663452,fuel
Sinclair,34.1751953,-118.349627,fuel
Mobil,34.1525301,-118.1321137,fuel
Valero,36.80192,-118.199047,fuel
Good Point,32.7214563,-117.2321858,fuel
Conserv Fuel,34.9230673,-120.421452,fuel
,39.2788076,-122.1920552,fuel
Arco,35.3841608,-119.0428537,fuel
Valero,40.1527904,-122.2209032,fuel
,40.3061576,-121.2317517,fuel
Shell,40.3058777,-121.2327994,fuel
,35.6216405,-120.6911835,fuel
Arco,37.8961658,-122.5168361,fuel
Beacon,38.6110656,-121.4173681,fuel
World Gas,37.9494751,-122.3320937,fuel
76,38.6182907,-121.4019077,fuel
Texaco,38.6114844,-121.4752168,fuel
Chevron,38.6109909,-121.4758189,fuel
Union 76,38.4258856,-122.8488047,fuel
,34.919864,-117.9277956,fuel
Speedway,38.6138854,-121.5165231,fuel
Mobil,35.6284681,-120.691798,fuel
Chevron,37.5187735,-121.99161,fuel
Klem's,35.4878211,-120.667989,fuel
Gas & Shop,38.5503038,-121.6967674,fuel
,37.405095,-122.067023,fuel
Skywood Gas,37.3865575,-122.26398,fuel
True Zero,37.2720545,-121.954351,fuel
True Zero,37.2842195,-121.9991697,fuel
True Zero,34.4377325,-119.750905,fuel
Iwatani,37.7725281,-121.9691019,fuel
True Zero,36.2527579,-120.2385262,fuel
Iwatani,38.5693786,-121.522066,fuel
Shell,38.6113216,-121.447713,fuel
76,34.0203128,-118.444708,fuel
76,34.0105426,-118.4384586,fuel
Shell,37.6596001,-122.4784308,fuel
Arco,33.8636871,-118.3929691,fuel
Valero,37.6501496,-122.4685769,fuel
Chevron,37.6013059,-122.3833002,fuel
QuikStop,38.6770826,-121.755854,fuel
Chevron,37.3802422,-121.996339,fuel
Circle K Gas,37.0742516,-120.8345017,fuel
Arco,33.8803093,-118.3521751,fuel
Chevron,33.8768284,-118.352143,fuel
Shell,37.8123237,-119.0541559,fuel
davis natural gas fueling station,38.5452267,-121.7323377,fuel
City of Davis fuel station,38.5490741,-121.7308426,fuel
Valero,34.1288329,-117.226656,fuel
Chevron,34.1355561,-117.232904,fuel
Chevron,39.5203566,-121.5719048,fuel
76,39.4806365,-121.5751818,fuel
Browns Valley One Stop,39.228532,-121.4134795,fuel
Victoria Gas,34.1215356,-117.2265876,fuel
Circle K,34.1353745,-117.2127144,fuel
Bear Creek Station,37.9712981,-120.2390819,fuel
,40.2444192,-124.1305572,fuel
,38.046057,-120.5266701,fuel
,38.1922906,-120.6762636,fuel
,38.1912714,-120.6750432,fuel
,38.1965625,-120.6827062,fuel
,38.1995768,-120.6887265,fuel
,38.19925,-120.6928262,fuel
Arco,34.1623955,-117.335131,fuel
Canyon Auto Service,37.4722684,-122.2601588,fuel
,38.4602792,-122.7250894,fuel
,41.9643067,-121.9180566,fuel
Shell,38.1111148,-122.569356,fuel
Shell,38.1102724,-122.2543977,fuel
Sinclair,38.1092888,-122.2544626,fuel
Valero,38.1097893,-122.254285,fuel
Shell,34.1355782,-117.535769,fuel
Shell,33.8795398,-117.601721,fuel
Shell,33.9681775,-117.847468,fuel
Shell,35.1245793,-118.4952559,fuel
Shell,33.9176077,-117.284959,fuel
Shell,35.2961418,-119.027633,fuel
Shell,40.0990953,-123.795339,fuel
Shell,34.1936399,-118.370552,fuel
Arco,37.9944453,-122.2852535,fuel
Arco,37.580573,-120.938195,fuel
,36.4801265,-121.7329108,fuel
Shell,34.157787,-118.413451,fuel
Shell,37.7228722,-121.941805,fuel
Shell,34.0779422,-117.621599,fuel
Shell,37.4931439,-122.2362149,fuel
Shell,33.2449306,-117.3220901,fuel
Shell,35.3986633,-118.929763,fuel
Arco,34.2784302,-118.882513,fuel
Shell,33.1895137,-117.279205,fuel
Speedway,37.9644084,-121.3364077,fuel
Valero,38.5376281,-121.492822,fuel
Chevron,38.5934193,-121.287363,fuel
76,33.7941717,-118.125646,fuel
Arco,33.7827701,-118.1429413,fuel
Shell,33.7666243,-118.182624,fuel
Love's,37.7555177,-121.1415383,fuel
Chevron,33.769565,-117.9208258,fuel
Arco,33.768995,-117.920722,fuel
Chevron,35.6503571,-117.6701132,fuel
Stony Creek Gasoline,36.6639252,-118.8409173,fuel
Kwik Serv,35.7556739,-117.3820059,fuel
Shell,35.8919747,-119.0516865,fuel
,36.7715715,-119.8438505,fuel
Speedway,36.779317,-119.7547961,fuel
Arco,33.8881118,-117.8414048,fuel
Shell,36.8220045,-119.8699625,fuel
Fuel Good,41.8278574,-122.0070166,fuel
76,38.5371221,-121.503415,fuel
,36.7933375,-119.8709723,fuel
,36.7785088,-119.8466965,fuel
Chevron,37.5499269,-122.0492164,fuel
Shell,33.5908669,-117.1238736,fuel
Quick Food & Gas,37.8260532,-122.257364,fuel
7-Eleven,37.322457,-122.051577,fuel
Arco,33.8394274,-117.9585931,fuel
Mobil,33.8890984,-117.519408,fuel
Costco Gasoline,33.8861495,-117.5226998,fuel
7-Eleven,33.6411364,-117.1684747,fuel
,37.3610759,-118.4366941,fuel
Shell,37.7751202,-122.220096,fuel
Shell,37.7933627,-122.200026,fuel
76,38.5664737,-121.468462,fuel
Chevron,34.1730802,-119.1779834,fuel
76,35.5503198,-120.704786,fuel
Valero,35.2688016,-120.6701399,fuel
76,38.5102176,-121.450319,fuel
Valero,38.5106647,-121.448509,fuel
Speedway,37.3575432,-118.394703,fuel
,37.3611612,-118.4019086,fuel
7-Eleven,38.5468914,-121.4382385,fuel
,37.6382333,-121.1217862,fuel
Chevron,38.4955645,-121.483156,fuel
Valero,38.4955559,-121.479941,fuel
Chevron,37.9024185,-122.511238,fuel
Shell,34.041037,-118.35331,fuel
Chevron,33.9470775,-116.50092,fuel
Chevron,38.5721893,-121.4665962,fuel
Stop and Shop,38.5664798,-121.4631235,fuel
76,38.5391991,-121.449263,fuel
Chevron,38.5252418,-121.4423826,fuel
Jackson's Service Center,40.4143031,-120.645041,fuel
Renner,41.5782146,-124.0744611,fuel
Arco,33.9522846,-118.3767584,fuel
Clean Energy,33.9528641,-118.377324,fuel
Shell,38.5252381,-121.464222,fuel
Valero,38.5246224,-121.47147,fuel
El Gallo Petrol,32.6054081,-117.0662436,fuel
,32.6004941,-117.0517322,fuel
76,39.7615877,-121.8204792,fuel
CNG City of Riverside Station,33.9604525,-117.4543656,fuel
Hydrogen,33.9239287,-117.4120521,fuel
CNG City of Riverside,33.9240033,-117.411889,fuel
Chevron,39.3986904,-123.349816,fuel
Don Pedro Market,37.6847751,-120.3303046,fuel
Mobil,33.8737412,-117.9985828,fuel
Love's,33.7174028,-116.1718376,fuel
Chevron,33.716379,-116.1706361,fuel
Royal Gas,37.7566948,-122.501673,fuel
Chevron,40.0995111,-123.795266,fuel
Chevron,32.6015451,-117.064884,fuel
US Super Gas,32.6050258,-117.0390094,fuel
Arco,32.6042658,-117.051576,fuel
76,33.9021137,-118.059755,fuel
Stage Coach Liquor,35.4939531,-120.6772942,fuel
Chevron,38.1109286,-122.5685209,fuel
,40.044939,-120.1206971,fuel
,39.382801,-120.0822535,fuel
,39.1662367,-120.1472038,fuel
,39.1665718,-120.1468518,fuel
Dawson Oil Co.,38.8037086,-121.2188,fuel
Shell,33.7386571,-117.077071,fuel
Bridgeway,38.4461802,-122.8661106,fuel
USA Gasoline,34.6117529,-120.188492,fuel
,33.7384709,-117.0776939,fuel
,33.7433443,-117.0323425,fuel
CFO,32.6284193,-117.0459336,fuel
Chevron,37.0192515,-120.131791,fuel
Circle K,33.7734153,-117.0071767,fuel
Oakland Airport CNG Station,37.7350887,-122.2152752,fuel
Chevron,37.7298726,-122.193884,fuel
,34.2092846,-118.2113209,fuel
Speedway Express,34.0905918,-118.355073,fuel
76,34.090634,-118.3635181,fuel
Shell,34.0905662,-118.365205,fuel
United Oil,34.0755597,-118.2539887,fuel
SK,34.0465631,-118.448977,fuel
Shell,34.0446407,-118.453507,fuel
76,34.0411708,-118.461426,fuel
Mobil,34.0194744,-118.491796,fuel
,38.3955997,-120.8051562,fuel
Navarro General Store Gas,39.1523636,-123.5434577,fuel
Circle A - Gas & Food Mart,37.9613542,-121.6963427,fuel
Chevron,37.9592094,-121.6957409,fuel
Mobil,37.9585687,-121.6957736,fuel
,37.2139514,-119.7075661,fuel
,37.489033,-119.8120622,fuel
Chevron,33.7068413,-116.2767117,fuel
76,37.5967648,-122.385122,fuel
Power Market Gas Station,37.9251948,-121.6897989,fuel
Chevron,37.9319636,-121.6954383,fuel
Brentwood Petroleum,37.9411488,-121.6959522,fuel
Chevron,37.9258364,-121.7356575,fuel
Arco,37.9249046,-121.737989,fuel
7-Eleven,38.0056232,-121.8360516,fuel
76,34.2014637,-118.430888,fuel
United Oil,34.2015171,-118.448374,fuel
Chevron,36.1370753,-120.3625131,fuel
Speedway,38.2923496,-122.27552,fuel
Valero,37.9041906,-121.6024834,fuel
Sinclair,39.1555055,-122.1481822,fuel
Shell,39.158211,-122.1399457,fuel
Shell,40.4379837,-122.28981,fuel
Moe’s Stop,37.3559314,-121.8634885,fuel
7-Eleven,32.8079523,-117.121998,fuel
Circle K,37.4886315,-122.2380184,fuel
Chevron,37.8563996,-122.260133,fuel
Costco Gasoline,39.7210915,-121.808835,fuel
Arco,39.1587297,-122.1402424,fuel
Arco,38.3080077,-122.2959382,fuel
,38.9098445,-122.6126817,fuel
Chevron,34.040125,-118.2838621,fuel
76,39.9278185,-122.1935137,fuel
Shell,34.059549,-118.291339,fuel
Propel,37.3555532,-121.904639,fuel
7-Eleven,34.134114,-117.3930645,fuel
Mobil,34.0698214,-117.592851,fuel
Arco,33.8979008,-117.470931,fuel
Arco,38.6513418,-121.3834356,fuel
Chevron,36.3283944,-119.673341,fuel
Chevron,33.5217791,-117.6191882,fuel
Chevron,35.4999938,-119.1609742,fuel
Chevron,38.5245643,-121.4827471,fuel
76,38.5244302,-121.4978768,fuel
Chevron,34.080336,-117.7189346,fuel
Arco,38.613656,-121.5309028,fuel
Speedway Gas,33.9771312,-117.3797275,fuel
Arco,38.5744205,-121.3827285,fuel
Shell,38.5738817,-121.382637,fuel
76,38.7079393,-121.3130374,fuel
Quik Stop,38.704872,-121.327127,fuel
Chevron,38.705833,-121.3276752,fuel
Arco,38.5435849,-121.3357472,fuel
Chevron,33.8192368,-118.3851008,fuel
,38.5167363,-121.5157491,fuel
Costco Gasoline,36.3247995,-119.607688,fuel
Sunset Gas and Market,32.7365653,-117.2544348,fuel
Chevron,35.062706,-118.9700543,fuel
Arco,34.2572545,-118.433653,fuel
Arco,34.4241786,-119.682718,fuel
Chevron,36.0801323,-119.0383249,fuel
Valero,36.0798006,-119.0377965,fuel
Arco,39.1259715,-121.5752246,fuel
C Stop,39.1230298,-121.5685308,fuel
Shell,39.1098222,-121.555528,fuel
Lally Gas & Food,39.0976863,-121.5518041,fuel
Oliverhurst Mini Mart,39.0954058,-121.5514153,fuel
Mobil,37.1689398,-118.289244,fuel
76,34.0780317,-118.2627629,fuel
7-Eleven,34.0026101,-117.3524323,fuel
Shell,33.9607302,-117.392223,fuel
76,33.9832031,-117.3418605,fuel
76,33.9457291,-117.43432,fuel
Chevron,33.973891,-117.3740553,fuel
ARCO,33.982784,-117.3414879,fuel
76,33.9952042,-117.365012,fuel
Kwik Serv,34.0006622,-117.3644678,fuel
76,33.8982132,-117.494169,fuel
ARCO,33.8820032,-117.514825,fuel
Circle K,33.881775,-117.513695,fuel
76,33.9156376,-117.3251609,fuel
Circle K,33.886991,-117.3316124,fuel
76,33.8847278,-117.3501531,fuel
Valero,33.8851976,-117.3495649,fuel
Arco,33.9158524,-117.321167,fuel
Shell,34.1210111,-117.559148,fuel
76,33.8580707,-118.3700847,fuel
Shell,32.742982,-116.973031,fuel
76,32.8213157,-117.0984004,fuel
Cruisers,37.9390303,-120.607858,fuel
MD,38.5115668,-122.9847487,fuel
Chevron,38.4382288,-122.6870049,fuel
Chevron,38.0942584,-122.556053,fuel
Shell,37.4358902,-121.8841649,fuel
Shell,38.3479594,-121.997605,fuel
Chevron,38.6554832,-121.5225889,fuel
Arco AM/PM,38.6450792,-121.271599,fuel
,38.7032388,-121.2722591,fuel
,38.7034921,-121.2714815,fuel
,38.7442424,-121.2257575,fuel
,38.7435168,-121.2267254,fuel
,38.636363,-121.3098171,fuel
Card-Lock Fuel Station,38.6929581,-120.8245068,fuel
,38.6783403,-120.9153361,fuel
,38.6999634,-120.8223444,fuel
Chevron,34.8271162,-114.595275,fuel
Chevron,34.0328905,-118.334543,fuel
Mobil,34.0323804,-118.334673,fuel
Shell,37.5672488,-118.7418774,fuel
United Oil,33.9882046,-118.452629,fuel
76,34.0461635,-118.271079,fuel
76,33.9161444,-118.343533,fuel
76,33.9166408,-118.360916,fuel
Chevron,33.9161556,-118.361645,fuel
Shell,33.9632192,-118.421814,fuel
Shell,34.0946589,-118.3443645,fuel
True Zero,39.3247776,-120.223633,fuel
True Zero,37.5220591,-121.9686955,fuel
True Zero,37.6481165,-122.406125,fuel
